#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Fzd1	Wif1	2103611	2094864	10090.ENSMUSP00000058629	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.628	0.434	0.780
Bhmt	Gnmt	2109573	2093424	10090.ENSMUSP00000096912	10090.ENSMUSP00000002846	0	0	0	0	0.483	0	0	0.593	0.780
Wnt2b	Dvl2	2097506	2094637	10090.ENSMUSP00000029429	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.708	0.778
Dnmt1	Cdh1	2093584	2093091	10090.ENSMUSP00000004202	10090.ENSMUSP00000000312	0	0	0	0	0	0.565	0	0.508	0.776
Tcf7	Wnt7a	2107629	2098401	10090.ENSMUSP00000084055	10090.ENSMUSP00000032180	0	0	0	0	0	0.270	0	0.705	0.776
Axin1	Btrc	2105990	2105396	10090.ENSMUSP00000073974	10090.ENSMUSP00000070728	0	0	0	0	0	0.343	0	0.672	0.775
T	Ctnnb1	2106026	2093883	10090.ENSMUSP00000074236	10090.ENSMUSP00000007130	0	0	0	0	0	0.067	0.559	0.496	0.774
Wnt4	Dkk1	2099636	2096415	10090.ENSMUSP00000036580	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.389	0.644	0.773
Ccnd1	Wnt5a	2108527	2104589	10090.ENSMUSP00000091495	10090.ENSMUSP00000064878	0	0	0	0	0	0	0	0.773	0.773
Mthfs	Mthfd1l	2107433	2099574	10090.ENSMUSP00000082354	10090.ENSMUSP00000036178	0.397	0	0	0	0	0.347	0	0.472	0.773
Ccnd1	Ccnd2	2108527	2093069	10090.ENSMUSP00000091495	10090.ENSMUSP00000000188	0	0	0	0.971	0.108	0	0.751	0.695	0.773
Dvl2	Wnt2	2094637	2094091	10090.ENSMUSP00000019362	10090.ENSMUSP00000010941	0	0	0	0	0	0.270	0	0.698	0.771
Fzd9	Gsk3b	2102740	2095854	10090.ENSMUSP00000053551	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.310	0.582	0.771
Wnt1	Myc	2095926	2095683	10090.ENSMUSP00000023734	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.389	0.640	0.771
Ccnd3	Fosl1	2100390	2096435	10090.ENSMUSP00000040488	10090.ENSMUSP00000025850	0	0	0	0	0	0.070	0.456	0.581	0.770
Dkk1	Sfrp4	2096415	2093430	10090.ENSMUSP00000025803	10090.ENSMUSP00000002883	0	0	0	0	0	0	0	0.769	0.769
Tcf7	Dvl1	2107629	2098025	10090.ENSMUSP00000084055	10090.ENSMUSP00000030948	0	0	0	0	0	0	0.398	0.632	0.769
Fgf4	Ctnnb1	2103297	2093883	10090.ENSMUSP00000056752	10090.ENSMUSP00000007130	0	0	0	0	0	0	0.559	0.497	0.768
Mthfd1l	Fpgs	2099574	2097116	10090.ENSMUSP00000036178	10090.ENSMUSP00000028148	0.397	0	0	0	0	0	0	0.627	0.765
Axin1	Fzd6	2105990	2095664	10090.ENSMUSP00000073974	10090.ENSMUSP00000022906	0	0	0	0	0	0	0.310	0.673	0.765
Wnt5b	Tcf7	2112347	2107629	10090.ENSMUSP00000113188	10090.ENSMUSP00000084055	0	0	0	0	0	0.270	0	0.691	0.765
Fosl1	Ccnd2	2096435	2093069	10090.ENSMUSP00000025850	10090.ENSMUSP00000000188	0	0	0	0	0	0.070	0.456	0.571	0.764
Dmgdh	Mthfd2	2100232	2093734	10090.ENSMUSP00000039663	10090.ENSMUSP00000005810	0.323	0	0	0	0.249	0	0	0.574	0.764
Jun	Ccnd2	2102864	2093069	10090.ENSMUSP00000054270	10090.ENSMUSP00000000188	0	0	0	0	0	0	0.426	0.604	0.763
Apc	Csnk1d	2106775	2094490	10090.ENSMUSP00000078337	10090.ENSMUSP00000018274	0	0	0	0	0	0.400	0.559	0.176	0.762
Wnt5b	Gsk3b	2112347	2095854	10090.ENSMUSP00000113188	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.578	0.761
Gsk3b	Ppp2ca	2095854	2094923	10090.ENSMUSP00000023507	10090.ENSMUSP00000020608	0.212	0	0	0	0	0.166	0.559	0.275	0.761
Ccnd1	Ccnd3	2108527	2100390	10090.ENSMUSP00000091495	10090.ENSMUSP00000040488	0	0	0	0.949	0	0	0.751	0.739	0.760
Frzb	Wnt8a	2097203	2094132	10090.ENSMUSP00000028389	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0	0.709	0.759
Fzd7	Gsk3b	2100625	2095854	10090.ENSMUSP00000041825	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.310	0.558	0.758
Fos	Ctnnb1	2095256	2093883	10090.ENSMUSP00000021674	10090.ENSMUSP00000007130	0	0	0	0	0	0	0.559	0.473	0.757
Ccnd3	Ccnd2	2100390	2093069	10090.ENSMUSP00000040488	10090.ENSMUSP00000000188	0	0	0	0.967	0	0	0.751	0.769	0.757
Dkk1	Wnt2	2096415	2094091	10090.ENSMUSP00000025803	10090.ENSMUSP00000010941	0	0	0	0	0	0	0.389	0.618	0.757
Mtr	Gnmt	2109768	2093424	10090.ENSMUSP00000097442	10090.ENSMUSP00000002846	0	0	0	0	0	0	0	0.757	0.757
Wnt16	Dvl1	2098273	2098025	10090.ENSMUSP00000031681	10090.ENSMUSP00000030948	0	0	0	0	0	0.270	0	0.680	0.756
Ccnd1	Sfrp1	2108527	2098938	10090.ENSMUSP00000091495	10090.ENSMUSP00000033952	0	0	0	0	0	0	0	0.756	0.756
Fzd3	Gsk3b	2112550	2095854	10090.ENSMUSP00000115325	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.310	0.552	0.755
Wnt8b	Frzb	2100807	2097203	10090.ENSMUSP00000042867	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.703	0.754
Tcf7	Wnt2	2107629	2094091	10090.ENSMUSP00000084055	10090.ENSMUSP00000010941	0	0	0	0	0	0.270	0	0.677	0.754
Axin1	Cdh1	2105990	2093091	10090.ENSMUSP00000073974	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.753	0.753
Frzb	Dkk1	2097203	2096415	10090.ENSMUSP00000028389	10090.ENSMUSP00000025803	0	0	0	0	0	0	0	0.752	0.752
Wnt2b	Gsk3b	2097506	2095854	10090.ENSMUSP00000029429	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.561	0.752
Mthfr	Mtrr	2105247	2100260	10090.ENSMUSP00000069774	10090.ENSMUSP00000039810	0	0	0	0	0.071	0	0	0.744	0.752
Slc19a1	Folr1	2110682	2093301	10090.ENSMUSP00000101050	10090.ENSMUSP00000001882	0	0	0	0	0	0	0	0.751	0.751
Wnt16	Ctnnb1	2098273	2093883	10090.ENSMUSP00000031681	10090.ENSMUSP00000007130	0	0	0	0	0	0.283	0	0.665	0.750
Sfrp4	Cdh1	2093430	2093091	10090.ENSMUSP00000002883	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.749	0.750
Tcf7	Wnt16	2107629	2098273	10090.ENSMUSP00000084055	10090.ENSMUSP00000031681	0	0	0	0	0	0.270	0	0.670	0.749
Axin1	Ctnnbip1	2105990	2097981	10090.ENSMUSP00000073974	10090.ENSMUSP00000030839	0	0	0	0	0	0	0.540	0.475	0.748
T	Wnt3a	2106026	2094044	10090.ENSMUSP00000074236	10090.ENSMUSP00000010044	0	0	0	0	0	0.108	0	0.728	0.748
Axin1	Dkk1	2105990	2096415	10090.ENSMUSP00000073974	10090.ENSMUSP00000025803	0	0	0	0	0	0	0	0.746	0.746
Wnt4	Dvl2	2099636	2094637	10090.ENSMUSP00000036580	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.665	0.745
Mapk8	Wnt5a	2111593	2104589	10090.ENSMUSP00000107576	10090.ENSMUSP00000064878	0	0	0	0	0	0	0.439	0.565	0.745
Ep300	Ccnd2	2104849	2093069	10090.ENSMUSP00000066789	10090.ENSMUSP00000000188	0	0	0	0	0	0.166	0.628	0.246	0.745
Wnt11	Dvl1	2104506	2098025	10090.ENSMUSP00000064333	10090.ENSMUSP00000030948	0	0	0	0	0	0.232	0	0.680	0.744
Tcf7	Btrc	2107629	2105396	10090.ENSMUSP00000084055	10090.ENSMUSP00000070728	0	0	0	0	0	0.251	0.426	0.451	0.743
Bhmt	Dmgdh	2109573	2100232	10090.ENSMUSP00000096912	10090.ENSMUSP00000039663	0.068	0	0	0	0.441	0	0	0.545	0.742
Wnt1	Ccnd2	2095926	2093069	10090.ENSMUSP00000023734	10090.ENSMUSP00000000188	0	0	0	0	0	0	0	0.740	0.741
Axin1	Wnt16	2105990	2098273	10090.ENSMUSP00000073974	10090.ENSMUSP00000031681	0	0	0	0	0	0.231	0.310	0.551	0.741
Axin1	Ppp2r5d	2105990	2093420	10090.ENSMUSP00000073974	10090.ENSMUSP00000002839	0	0	0	0	0	0.164	0.628	0.229	0.739
Ccnd1	Wnt3a	2108527	2094044	10090.ENSMUSP00000091495	10090.ENSMUSP00000010044	0	0	0	0	0	0	0	0.738	0.738
Wnt2b	Dkk1	2097506	2096415	10090.ENSMUSP00000029429	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.389	0.587	0.736
Cth	Mthfr	2112417	2105247	10090.ENSMUSP00000113672	10090.ENSMUSP00000069774	0.382	0	0	0	0.173	0.231	0	0.407	0.736
Ctnnb1	Ccnd2	2093883	2093069	10090.ENSMUSP00000007130	10090.ENSMUSP00000000188	0	0	0	0	0	0.095	0.559	0.390	0.735
Bhmt	Ahcy	2109573	2104120	10090.ENSMUSP00000096912	10090.ENSMUSP00000061851	0.122	0	0	0	0.136	0	0	0.678	0.735
Fzd4	Ctnnb1	2102112	2093883	10090.ENSMUSP00000049852	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.669	0.735
Wnt7a	Frzb	2098401	2097203	10090.ENSMUSP00000032180	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.679	0.734
Myc	Wnt2	2095683	2094091	10090.ENSMUSP00000022971	10090.ENSMUSP00000010941	0	0	0	0	0	0	0.389	0.579	0.732
Slc19a1	Mtr	2110682	2109768	10090.ENSMUSP00000101050	10090.ENSMUSP00000097442	0	0	0	0	0	0	0	0.730	0.730
Tcf7	Dvl2	2107629	2094637	10090.ENSMUSP00000084055	10090.ENSMUSP00000019362	0	0	0	0	0	0	0.398	0.565	0.727
Jun	Ccnd3	2102864	2100390	10090.ENSMUSP00000054270	10090.ENSMUSP00000040488	0	0	0	0	0	0	0.426	0.543	0.727
Wnt5b	Frzb	2112347	2097203	10090.ENSMUSP00000113188	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.669	0.726
Fzd4	Dkk1	2102112	2096415	10090.ENSMUSP00000049852	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.383	0.573	0.725
Fosl1	Fos	2096435	2095256	10090.ENSMUSP00000025850	10090.ENSMUSP00000021674	0	0	0	0.791	0.113	0	0.628	0.972	0.725
Gsk3b	Fzd6	2095854	2095664	10090.ENSMUSP00000023507	10090.ENSMUSP00000022906	0	0	0	0	0	0.270	0.310	0.496	0.724
Wnt5a	Dnmt1	2104589	2093584	10090.ENSMUSP00000064878	10090.ENSMUSP00000004202	0	0	0	0	0	0	0	0.724	0.724
Mapk8	Myc	2111593	2095683	10090.ENSMUSP00000107576	10090.ENSMUSP00000022971	0	0	0	0	0	0.234	0	0.655	0.724
Fzd2	Wif1	2108516	2094864	10090.ENSMUSP00000091463	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.527	0.436	0.722
Wnt16	Dvl2	2098273	2094637	10090.ENSMUSP00000031681	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.634	0.721
Lrp6	Cdh1	2098447	2093091	10090.ENSMUSP00000032322	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.720	0.720
Nkd1	Ctnnb1	2098988	2093883	10090.ENSMUSP00000034086	10090.ENSMUSP00000007130	0	0	0	0	0	0.539	0	0.414	0.718
Jun	Dvl1	2102864	2098025	10090.ENSMUSP00000054270	10090.ENSMUSP00000030948	0	0	0	0	0	0.193	0.439	0.428	0.718
Sfrp1	Cdk4	2098938	2093868	10090.ENSMUSP00000033952	10090.ENSMUSP00000006911	0	0	0	0	0	0	0	0.715	0.715
Mat2a	Mthfr	2107985	2105247	10090.ENSMUSP00000087118	10090.ENSMUSP00000069774	0.399	0	0	0	0.261	0	0	0.411	0.715
Tcf7	Gsk3b	2107629	2095854	10090.ENSMUSP00000084055	10090.ENSMUSP00000023507	0	0	0	0	0	0.195	0	0.660	0.714
Slc19a1	Folr2	2110682	2108555	10090.ENSMUSP00000101050	10090.ENSMUSP00000091692	0	0	0	0	0	0	0	0.714	0.714
Wnt5a	Myc	2104589	2095683	10090.ENSMUSP00000064878	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.559	0.373	0.711
Ube2i	Shmt1	2103113	2094559	10090.ENSMUSP00000055714	10090.ENSMUSP00000018744	0	0	0	0	0	0.075	0	0.700	0.711
Fzd9	Dkk1	2102740	2096415	10090.ENSMUSP00000053551	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.383	0.551	0.711
Apc	Ctnnbip1	2106775	2097981	10090.ENSMUSP00000078337	10090.ENSMUSP00000030839	0	0	0	0	0	0.165	0.540	0.309	0.711
Wnt5b	Dkk1	2112347	2096415	10090.ENSMUSP00000113188	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.389	0.540	0.707
Wnt9a	Axin1	2111153	2105990	10090.ENSMUSP00000104411	10090.ENSMUSP00000073974	0	0	0	0	0	0.108	0	0.685	0.707
Fzd9	Ctnnb1	2102740	2093883	10090.ENSMUSP00000053551	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.635	0.707
Fzd6	Ctnnb1	2095664	2093883	10090.ENSMUSP00000022906	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.633	0.706
Csnk1a1	Lrp6	2113706	2098447	10090.ENSMUSP00000128871	10090.ENSMUSP00000032322	0	0	0	0	0	0	0	0.703	0.703
Hspa8	Cdk4	2094310	2093868	10090.ENSMUSP00000015800	10090.ENSMUSP00000006911	0	0	0	0	0.177	0.546	0	0.270	0.703
Wnt16	Dkk1	2098273	2096415	10090.ENSMUSP00000031681	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.383	0.534	0.700
Mtrr	Mthfd1	2100260	2095182	10090.ENSMUSP00000039810	10090.ENSMUSP00000021443	0	0	0	0	0.074	0	0	0.689	0.700
Ctbp2	Ctnnb1	2113961	2093883	10090.ENSMUSP00000130294	10090.ENSMUSP00000007130	0	0	0	0	0	0.118	0.563	0.279	0.698
Fzd3	Ctnnb1	2112550	2093883	10090.ENSMUSP00000115325	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.622	0.696
Axin1	Dixdc1	2105990	2099172	10090.ENSMUSP00000073974	10090.ENSMUSP00000034566	0	0	0	0	0	0.565	0	0.331	0.696
Wnt16	Gsk3b	2098273	2095854	10090.ENSMUSP00000031681	10090.ENSMUSP00000023507	0	0	0	0	0	0.237	0.310	0.468	0.695
Dkk1	Wnt6	2096415	2093841	10090.ENSMUSP00000025803	10090.ENSMUSP00000006716	0	0	0	0	0	0	0.310	0.574	0.694
Csnk1a1	Tcf7	2113706	2107629	10090.ENSMUSP00000128871	10090.ENSMUSP00000084055	0	0	0	0	0	0	0	0.692	0.693
Ctbp1	Myc	2106847	2095683	10090.ENSMUSP00000078682	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.628	0.209	0.693
Ctbp2	Apc	2113961	2106775	10090.ENSMUSP00000130294	10090.ENSMUSP00000078337	0	0	0	0	0	0.401	0.493	0.068	0.692
Fzd7	Dkk1	2100625	2096415	10090.ENSMUSP00000041825	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.466	0.447	0.692
Ccnd3	Ctnnb1	2100390	2093883	10090.ENSMUSP00000040488	10090.ENSMUSP00000007130	0	0	0	0	0	0.095	0.493	0.378	0.689
Sfrp1	Dvl1	2098938	2098025	10090.ENSMUSP00000033952	10090.ENSMUSP00000030948	0	0	0	0	0	0.270	0	0.591	0.688
Mthfd1	Cdk4	2095182	2093868	10090.ENSMUSP00000021443	10090.ENSMUSP00000006911	0	0	0	0	0.216	0.072	0	0.606	0.688
T	Sox17	2106026	2096773	10090.ENSMUSP00000074236	10090.ENSMUSP00000027035	0	0	0	0	0	0	0	0.687	0.687
Mapk8	Bok	2111593	2096923	10090.ENSMUSP00000107576	10090.ENSMUSP00000027499	0	0	0	0	0	0.117	0	0.658	0.685
Fzd5	Wif1	2104983	2094864	10090.ENSMUSP00000067783	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.434	0.685
Mthfr	Ahcy	2105247	2104120	10090.ENSMUSP00000069774	10090.ENSMUSP00000061851	0.454	0	0	0	0.142	0	0	0.380	0.684
Fzd9	Wif1	2102740	2094864	10090.ENSMUSP00000053551	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.431	0.683
Sfrp1	Myc	2098938	2095683	10090.ENSMUSP00000033952	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.559	0.302	0.679
Ctnnbip1	Gsk3b	2097981	2095854	10090.ENSMUSP00000030839	10090.ENSMUSP00000023507	0	0	0	0	0	0	0.540	0.331	0.679
Lrp6	Csnk1d	2098447	2094490	10090.ENSMUSP00000032322	10090.ENSMUSP00000018274	0	0	0	0	0	0	0	0.677	0.678
Dkk1	Fzd6	2096415	2095664	10090.ENSMUSP00000025803	10090.ENSMUSP00000022906	0	0	0	0	0	0	0.383	0.499	0.678
Fzd4	Wif1	2102112	2094864	10090.ENSMUSP00000049852	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.417	0.676
Fzd3	Wif1	2112550	2094864	10090.ENSMUSP00000115325	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.414	0.674
Wnt7b	Frzb	2111258	2097203	10090.ENSMUSP00000105051	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.606	0.673
Sfrp1	Wif1	2098938	2094864	10090.ENSMUSP00000033952	10090.ENSMUSP00000020439	0	0	0	0	0	0	0	0.673	0.673
Fzd8	Wif1	2100231	2094864	10090.ENSMUSP00000039660	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.411	0.672
Nlk	Ep300	2112758	2104849	10090.ENSMUSP00000119345	10090.ENSMUSP00000066789	0	0	0	0	0.072	0.270	0.555	0	0.672
Gcsh	Mthfd1	2099753	2095182	10090.ENSMUSP00000037131	10090.ENSMUSP00000021443	0.216	0	0	0	0.214	0	0	0.509	0.671
Axin1	Wnt11	2105990	2104506	10090.ENSMUSP00000073974	10090.ENSMUSP00000064333	0	0	0	0	0	0.108	0	0.645	0.670
Mtrr	Shmt1	2100260	2094559	10090.ENSMUSP00000039810	10090.ENSMUSP00000018744	0	0	0	0	0	0	0	0.670	0.670
Sfrp1	Lrp6	2098938	2098447	10090.ENSMUSP00000033952	10090.ENSMUSP00000032322	0	0	0	0	0	0.125	0	0.637	0.669
Ccnd1	Ctbp1	2108527	2106847	10090.ENSMUSP00000091495	10090.ENSMUSP00000078682	0	0	0	0	0	0	0.628	0.144	0.668
T	Wnt3	2106026	2093060	10090.ENSMUSP00000074236	10090.ENSMUSP00000000127	0	0	0	0	0	0.108	0	0.642	0.667
Mtr	Mthfd2	2109768	2093734	10090.ENSMUSP00000097442	10090.ENSMUSP00000005810	0.074	0	0	0	0	0	0	0.654	0.666
Tcf7	Dkk1	2107629	2096415	10090.ENSMUSP00000084055	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.456	0.411	0.665
Slc19a1	Ggh	2110682	2109312	10090.ENSMUSP00000101050	10090.ENSMUSP00000095843	0	0	0	0	0	0	0	0.665	0.665
Tcf7	Fos	2107629	2095256	10090.ENSMUSP00000084055	10090.ENSMUSP00000021674	0	0	0	0	0	0	0.456	0.410	0.665
Ahcy	Gnmt	2104120	2093424	10090.ENSMUSP00000061851	10090.ENSMUSP00000002846	0	0	0	0	0.206	0	0	0.595	0.665
Wif1	Sfrp4	2094864	2093430	10090.ENSMUSP00000020439	10090.ENSMUSP00000002883	0	0	0	0	0	0	0	0.661	0.661
Tcf7	Jun	2107629	2102864	10090.ENSMUSP00000084055	10090.ENSMUSP00000054270	0	0	0	0	0	0	0.426	0.433	0.660
Wnt5b	Ccnd1	2112347	2108527	10090.ENSMUSP00000113188	10090.ENSMUSP00000091495	0	0	0	0	0	0	0	0.658	0.659
Dkk1	Wnt10a	2096415	2093842	10090.ENSMUSP00000025803	10090.ENSMUSP00000006718	0	0	0	0	0	0	0.310	0.527	0.659
Ep300	Gsk3b	2104849	2095854	10090.ENSMUSP00000066789	10090.ENSMUSP00000023507	0	0	0	0	0.146	0.175	0	0.555	0.659
Dkk1	Wif1	2096415	2094864	10090.ENSMUSP00000025803	10090.ENSMUSP00000020439	0	0	0	0	0	0	0	0.658	0.658
Sfrp2	Wif1	2097579	2094864	10090.ENSMUSP00000029625	10090.ENSMUSP00000020439	0	0	0	0	0	0	0	0.658	0.658
Jun	Bok	2102864	2096923	10090.ENSMUSP00000054270	10090.ENSMUSP00000027499	0	0	0	0	0	0	0	0.657	0.658
Tcf7	Lrp6	2107629	2098447	10090.ENSMUSP00000084055	10090.ENSMUSP00000032322	0	0	0	0	0	0	0	0.657	0.657
Wnt1	Cdh1	2095926	2093091	10090.ENSMUSP00000023734	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.657	0.657
Wnt11	Ctnnb1	2104506	2093883	10090.ENSMUSP00000064333	10090.ENSMUSP00000007130	0	0	0	0	0	0.164	0	0.606	0.656
Wnt9a	Gsk3b	2111153	2095854	10090.ENSMUSP00000104411	10090.ENSMUSP00000023507	0	0	0	0	0	0.165	0	0.604	0.655
Mapk8	Ccnd1	2111593	2108527	10090.ENSMUSP00000107576	10090.ENSMUSP00000091495	0	0	0	0	0	0	0	0.653	0.654
Ccnd1	Wnt3	2108527	2093060	10090.ENSMUSP00000091495	10090.ENSMUSP00000000127	0	0	0	0	0	0	0	0.653	0.654
Lrp6	Sfrp2	2098447	2097579	10090.ENSMUSP00000032322	10090.ENSMUSP00000029625	0	0	0	0	0	0.125	0	0.619	0.653
Tle2	Ep300	2112862	2104849	10090.ENSMUSP00000121125	10090.ENSMUSP00000066789	0	0	0	0	0	0	0.482	0.354	0.651
Fgf4	Wnt3a	2103297	2094044	10090.ENSMUSP00000056752	10090.ENSMUSP00000010044	0	0	0	0	0	0.065	0	0.641	0.650
Fgf4	Wnt3	2103297	2093060	10090.ENSMUSP00000056752	10090.ENSMUSP00000000127	0	0	0	0	0	0.065	0	0.641	0.650
Tcf7	Wnt8b	2107629	2100807	10090.ENSMUSP00000084055	10090.ENSMUSP00000042867	0	0	0	0	0	0.270	0	0.540	0.650
Nlk	Ctbp1	2112758	2106847	10090.ENSMUSP00000119345	10090.ENSMUSP00000078682	0	0	0	0	0	0	0.628	0.098	0.650
T	Wnt8a	2106026	2094132	10090.ENSMUSP00000074236	10090.ENSMUSP00000012426	0	0	0	0	0	0.106	0	0.625	0.650
Fzd7	Wif1	2100625	2094864	10090.ENSMUSP00000041825	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.527	0.289	0.649
Ahcy	Shmt2	2104120	2096621	10090.ENSMUSP00000061851	10090.ENSMUSP00000026470	0	0	0	0	0.485	0	0	0.343	0.647
Fgf4	Wnt1	2103297	2095926	10090.ENSMUSP00000056752	10090.ENSMUSP00000023734	0	0	0	0	0	0.065	0	0.638	0.647
Ctbp2	Ctbp1	2113961	2106847	10090.ENSMUSP00000130294	10090.ENSMUSP00000078682	0	0	0	0.984	0	0.642	0	0.850	0.646
Sfrp1	Dvl2	2098938	2094637	10090.ENSMUSP00000033952	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.535	0.646
Sfrp2	Dvl2	2097579	2094637	10090.ENSMUSP00000029625	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.535	0.646
Apc	Jun	2106775	2102864	10090.ENSMUSP00000078337	10090.ENSMUSP00000054270	0	0	0	0	0	0.490	0	0.335	0.646
Ube2i	Shmt2	2103113	2096621	10090.ENSMUSP00000055714	10090.ENSMUSP00000026470	0	0	0	0	0	0.075	0	0.632	0.645
Apc	Wnt3a	2106775	2094044	10090.ENSMUSP00000078337	10090.ENSMUSP00000010044	0	0	0	0	0	0.138	0.493	0.253	0.645
Dvl1	Ppp2r5d	2098025	2093420	10090.ENSMUSP00000030948	10090.ENSMUSP00000002839	0	0	0	0	0	0	0.628	0.083	0.644
Dkk1	Gsk3b	2096415	2095854	10090.ENSMUSP00000025803	10090.ENSMUSP00000023507	0	0	0	0	0	0	0	0.643	0.643
Wnt11	Frzb	2104506	2097203	10090.ENSMUSP00000064333	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.569	0.643
Fzd3	Dkk1	2112550	2096415	10090.ENSMUSP00000115325	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.383	0.441	0.640
Apc	Lrp6	2106775	2098447	10090.ENSMUSP00000078337	10090.ENSMUSP00000032322	0	0	0	0	0.114	0	0.559	0.151	0.639
Dvl1	Myc	2098025	2095683	10090.ENSMUSP00000030948	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.466	0.353	0.639
Sardh	Mthfd2	2110430	2093734	10090.ENSMUSP00000099950	10090.ENSMUSP00000005810	0.222	0	0	0	0.249	0	0	0.432	0.639
Tcf7	Csnk1d	2107629	2094490	10090.ENSMUSP00000084055	10090.ENSMUSP00000018274	0	0	0	0	0	0	0	0.636	0.636
Mars	Shmt2	2114016	2096621	10090.ENSMUSP00000130666	10090.ENSMUSP00000026470	0	0	0	0	0.480	0	0	0.328	0.635
Dvl1	Sfrp2	2098025	2097579	10090.ENSMUSP00000030948	10090.ENSMUSP00000029625	0	0	0	0	0	0.270	0	0.519	0.634
Ccnd3	Wnt1	2100390	2095926	10090.ENSMUSP00000040488	10090.ENSMUSP00000023734	0	0	0	0	0	0	0	0.634	0.634
Wnt5b	Mapk8	2112347	2111593	10090.ENSMUSP00000113188	10090.ENSMUSP00000107576	0	0	0	0	0	0	0.439	0.375	0.634
Fpgs	Gart	2097116	2095908	10090.ENSMUSP00000028148	10090.ENSMUSP00000023684	0.172	0	0.201	0	0.125	0	0	0.440	0.633
Lrp5	Kremen1	2096438	2094939	10090.ENSMUSP00000025856	10090.ENSMUSP00000020662	0	0	0	0	0	0	0	0.633	0.633
Wnt11	Gsk3b	2104506	2095854	10090.ENSMUSP00000064333	10090.ENSMUSP00000023507	0	0	0	0	0	0.165	0	0.578	0.633
Slc19a1	Mtrr	2110682	2100260	10090.ENSMUSP00000101050	10090.ENSMUSP00000039810	0	0	0	0	0	0	0	0.632	0.632
Wnt2b	Myc	2097506	2095683	10090.ENSMUSP00000029429	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.389	0.421	0.631
Axin1	Sfrp1	2105990	2098938	10090.ENSMUSP00000073974	10090.ENSMUSP00000033952	0	0	0	0	0	0	0	0.630	0.630
Frzb	Wnt1	2097203	2095926	10090.ENSMUSP00000028389	10090.ENSMUSP00000023734	0	0	0	0	0	0.204	0	0.555	0.630
Sfrp2	Ctnnb1	2097579	2093883	10090.ENSMUSP00000029625	10090.ENSMUSP00000007130	0	0	0	0	0	0.119	0	0.597	0.630
Fos	Cdk4	2095256	2093868	10090.ENSMUSP00000021674	10090.ENSMUSP00000006911	0	0	0	0	0	0	0	0.630	0.630
T	Wnt8b	2106026	2100807	10090.ENSMUSP00000074236	10090.ENSMUSP00000042867	0	0	0	0	0	0.106	0	0.602	0.629
